name,shorttype,length,index,type,defaultValue,property_Text,properties_Id
Reconciliation_Amount_Sign_21,A,1,54,String,0,,22
Reconciliation_Amount_21,N,14,55,Int,00000000000000,,22
Filler_51,A,8,69,String,N       ,,22
Message_Length_21,N,4,77,Int,0666,,22
Transaction_Definition_Id_21,N,1,81,Int,0,,22
Transaction_Processed_Flag_21,N,1,82,Int,0,,22
BranchPower_Transaction_Reference_Id_21,A,4,83,String,BRFO,,22
Message_Type_43,N,1,87,Int,0,,22
BankMaster_Destination_Branch_Number_42,N,2,88,Int,00,,22
BankMaster_Destination_Branch_Number_43,N,2,90,Int,00,,22
Filler_52,N,1,92,Int,0,,22
Inter_Branching_Flag_21,A,1,93,String,0,,22
Device_Id_21,N,4,94,Int,0000,,22
Message_Function_Code_21,N,1,98,Int,3,,22
Transaction_Type_42,N,2,99,Int,00,,22
Force_Post_Flag_21,N,1,101,Int,0,,22
Transaction_Date_21,N,8,102,Int,20170215,,22
User_Id_21,A,4,110,String,RODR,,22
Transaction_Sequence_Number_21,N,5,114,Int,00000,,22
Transaction_Chain_Number_21,N,2,119,Int,00,,22
Host_Task_Id_21,A,4,121,String,ST01,,22
BankMaster_Transaction_Type_21,A,2,125,String,  ,,22
Authorised_Flag_21,A,1,127,String,0,,22
Filler_53,A,4,128,String,    ,,22
Directory_21,A,6,132,String,esiubp,,22
Name_of_File_21,A,6,138,String,cutax ,,22
Transaction_Type_43,N,1,144,Int,3,,22
No_of_Fields_15,N,2,145,Int,17,,22
Dsp_of_CUST. NO._7,N,8,147,Int,01060002,,22
Filler     _495,A,3,155,String,   ,,22
CUST. NO._7,N,6,158,Int,599815,,22
Dsp_of_TAX NUMBER_7,N,8,164,Int,02100009,,22
Filler     _496,A,3,172,String,   ,,22
TAX NUMBER_7,A,10,175,String,652371M   ,,22
Dsp_of_TITLE_7,N,8,185,Int,03200249,,22
Filler     _497,A,3,193,String,   ,,22
TITLE_7,A,20,196,String,MS                  ,,22
Dsp_of_P.SURNAME_7,N,8,216,Int,04500019,,22
Filler     _498,A,3,224,String,   ,,22
P.SURNAME_7,A,50,227,String,MANISCALCO                                        ,,22
Dsp_of_P.FORENAME_7,N,8,277,Int,05300069,,22
Filler     _499,A,3,285,String,   ,,22
P.FORENAME_7,A,30,288,String,CAMENZULI                     ,,22
Dsp_of_NO/BLD NME_7,N,8,318,Int,06500099,,22
Filler     _500,A,3,326,String,   ,,22
NO/BLD NME_7,A,50,329,String,NAGHAL 2                                          ,,22
Dsp_of_STREET NME_7,N,8,379,Int,07500149,,22
Filler     _501,A,3,387,String,   ,,22
STREET NME_7,A,50,390,String,TRIQ TAL-FUKLAR                                   ,,22
Dsp_of_LOCALITY_7,N,8,440,Int,08300199,,22
Filler     _502,A,3,448,String,   ,,22
LOCALITY_7,A,30,451,String,ATTARD                        ,,22
Dsp_of_POST CODE _7,N,8,481,Int,09100229,,22
Filler     _503,A,3,489,String,   ,,22
POST CODE _7,A,10,492,String,ATD1258   ,,22
Dsp_of_COUNTRY_7,N,8,502,Int,10100239,,22
Filler     _504,A,3,510,String,   ,,22
COUNTRY_7,A,10,513,String,MALTA     ,,22
Dsp_of_RES CY CDE_7,N,8,523,Int,11020343,,22
Filler     _505,A,3,531,String,   ,,22
RES CY CDE_7,A,2,534,String,MT,,22
Dsp_of_RECIP TYPE_7,N,8,536,Int,12010345,,22
Filler     _506,A,3,544,String,   ,,22
RECIP TYPE_7,N,1,547,Int,0,,22
Dsp_of_TIN _7,N,8,548,Int,13200346,,22
Filler     _507,A,3,556,String,   ,,22
TIN _7,A,20,559,String,                    ,,22
Dsp_of_DTE BIRTH_7,N,8,579,Int,14080366,,22
Filler     _508,A,3,587,String,   ,,22
DTE BIRTH_7,A,8,590,String,21021971,,22
Dsp_of_BIRTH CITY_7,N,8,598,Int,15350374,,22
Filler     _509,A,3,606,String,   ,,22
BIRTH CITY_7,A,35,609,String,PIETA                              ,,22
Dsp_of_BIRT CYCDE_7,N,8,644,Int,16020409,,22
Filler     _510,A,3,652,String,   ,,22
BIRT CYCDE_7,A,2,655,String,MT,,22
Dsp_of_BEN CY CDE_7,N,8,657,Int,17020411,,22
Filler     _511,A,3,665,String,   ,,22
BEN CY CDE_7,A,2,668,String,MT,,22
Destination_Mailbox,A,1,0,String,b,,23
Destination_Country_Code,N,3,1,Int,470,,23
Destination_IMD_Code,N,6,4,Int,512345,,23
Destination_Branch_Number,N,4,10,Int,0005,,23
Source_Mailbox,A,1,14,String,a,,23
Source_Country_Code,N,3,15,Int,470,,23
Source_IMD_Code,N,6,18,Int,512345,,23
Source_Branch_Number,N,4,24,Int,0019,,23
Business_Period,N,4,28,Int,0000,,23
Message_Type,N,1,32,Int,1,,23
Sequence_Number,N,6,33,Int,000000,,23
Time,N,6,39,Int,095254,,23
Transaction_Status,N,1,45,Int,0,,23
Message_Flags,A,1,46,String,@,,23
Reconciliation_Period,N,4,47,Int,0000,,23
Reconciliation_Currency,N,3,51,Int,000,,23
Reconciliation_Amount_Sign,A,1,54,String,0,,23
Reconciliation_Amount,N,14,55,Int,00000000000000,,23
Filler,N,8,69,Int,N       ,,23
Message_Length,N,4,77,Int,0666,,23
Transaction_Definition_Id,N,1,81,Int,0,,23
Transaction_Processed_Flag,N,1,82,Int,0,,23
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,23
Message_Type,N,1,87,Int,0,,23
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,23
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,23
Filler,N,1,92,Int,0,,23
Inter_Branching_Flag,A,1,93,String,0,,23
Device_Id,N,4,94,Int,0000,,23
Message_Function_Code,N,1,98,Int,5,,23
Transaction_Type,N,2,99,Int,00,,23
Force_Post_Flag,N,1,101,Int,0,,23
Transaction_Date,N,8,102,Int,20170215,,23
User_Id,A,4,110,String,RODR,,23
Transaction_Sequence_Number,N,5,114,Int,00000,,23
Transaction_Chain_Number,N,2,119,Int,00,,23
Host_Task_Id,A,4,121,String,ST01,,23
BankMaster_Transaction_Type_023,N,2,125,Int,  ,,23
Authorised_Flag,A,1,127,String,0,,23
Filler,A,4,128,String,    ,,23
Directory,A,6,132,String,esiubp,,23
Name_of_File,A,6,138,String,cutax ,,23
Transaction_Type,N,1,144,Int,2,,23
Destination_Mailbox_23,A,1,0,String,b,,24
Destination_Country_Code_23,N,3,1,Int,470,,24
Destination_IMD_Code_23,N,6,4,Int,512345,,24
Destination_Branch_Number_23,N,4,10,Int,0005,,24
Source_Mailbox_23,A,1,14,String,a,,24
Source_Country_Code_23,N,3,15,Int,470,,24
Source_IMD_Code_23,N,6,18,Int,512345,,24
Source_Branch_Number_23,N,4,24,Int,0005,,24
Business_Period_23,N,4,28,Int,0000,,24
Message_Type_46,N,1,32,Int,1,,24
Sequence_Number_23,N,6,33,Int,000000,,24
Time_23,N,6,39,Int,134936,,24
Transaction_Status_23,N,1,45,Int,0,,24
Message_Flags_23,A,1,46,String,@,,24
Reconciliation_Period_23,N,4,47,Int,0000,,24
Reconciliation_Currency_23,N,3,51,Int,000,,24
Reconciliation_Amount_Sign_23,A,1,54,String,0,,24
Reconciliation_Amount_23,N,14,55,Int,00000000000000,,24
Filler_56,A,8,69,String,N,,24
Message_Length_23,N,4,77,Int,1287,,24
Transaction_Definition_Id_23,N,1,81,Int,0,,24
Transaction_Processed_Flag_23,N,1,82,Int,0,,24
BranchPower_Transaction_Reference_Id_23,A,4,83,String,BRFO,,24
Message_Type_47,N,1,87,Int,0,,24
BankMaster_Destination_Branch_Number_46,N,2,88,Int,00,,24
BankMaster_Destination_Branch_Number_47,N,2,90,Int,00,,24
Filler_57,N,1,92,Int,0,,24
Inter_Branching_Flag_23,A,1,93,String,0,,24
Device_Id_23,N,4,94,Int,0000,,24
Message_Function_Code_23,N,1,98,Int,5,,24
Transaction_Type_46,N,2,99,Int,00,,24
Force_Post_Flag_23,N,1,101,Int,0,,24
Transaction_Date_23,N,8,102,Int,20170215,,24
User_Id_23,A,4,110,String,RODR,,24
Transaction_Sequence_Number_23,N,5,114,Int,00000,,24
Transaction_Chain_Number_23,N,2,119,Int,00,,24
Host_Task_Id_23,A,4,121,String,ST01,,24
BankMaster_Transaction_Type_23,A,2,125,String,  ,,24
Authorised_Flag_23,A,1,127,String,0,,24
Filler_58,A,4,128,String,    ,,24
Directory_23,A,6,132,String,esiubp,,24
Name_of_File_23,A,6,138,String,cusbus,,24
Transaction_Type_47,N,1,144,Int,1,,24
Destination_Mailbox,A,1,0,String,b,,25
Destination_Country_Code,N,3,1,Int,470,,25
Destination_IMD_Code,N,6,4,Int,512345,,25
Destination_Branch_Number,N,4,10,Int,0005,,25
Source_Mailbox,A,1,14,String,a,,25
Source_Country_Code,N,3,15,Int,470,,25
Source_IMD_Code,N,6,18,Int,512345,,25
Source_Branch_Number,N,4,24,Int,0019,,25
Business_Period,N,4,28,Int,0000,,25
Message_Type,N,1,32,Int,1,,25
Sequence_Number,N,6,33,Int,000000,,25
Time,N,6,39,Int,135426,,25
Transaction_Status,N,1,45,Int,0,,25
Message_Flags,A,1,46,String,@,,25
Reconciliation_Period,N,4,47,Int,0000,,25
Reconciliation_Currency,N,3,51,Int,000,,25
Reconciliation_Amount_Sign,A,1,54,String,0,,25
Reconciliation_Amount,N,14,55,Int,00000000000000,,25
Filler,N,8,69,Int,N       ,,25
Message_Length,N,4,77,Int,0666,,25
Transaction_Definition_Id,N,1,81,Int,0,,25
Transaction_Processed_Flag,N,1,82,Int,0,,25
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,25
Message_Type,N,1,87,Int,0,,25
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,25
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,25
Filler,N,1,92,Int,0,,25
Inter_Branching_Flag,A,1,93,String,0,,25
Device_Id,N,4,94,Int,0000,,25
Message_Function_Code,N,1,98,Int,5,,25
Transaction_Type,N,2,99,Int,00,,25
Force_Post_Flag,N,1,101,Int,0,,25
Transaction_Date,N,8,102,Int,20170215,,25
User_Id,A,4,110,String,RODR,,25
Transaction_Sequence_Number,N,5,114,Int,00000,,25
Transaction_Chain_Number,N,2,119,Int,00,,25
Host_Task_Id,A,4,121,String,ST01,,25
BankMaster_Transaction_Type_025,N,2,125,Int,  ,,25
Authorised_Flag,A,1,127,String,0,,25
Filler,A,4,128,String,    ,,25
Directory,A,6,132,String,esiubp,,25
Name_of_File,A,6,138,String,cutax ,,25
Transaction_Type,N,1,144,Int,1,,25
Destination_Mailbox_25,A,1,0,String,b,,26
Destination_Country_Code_25,N,3,1,Int,470,,26
Destination_IMD_Code_25,N,6,4,Int,512345,,26
Destination_Branch_Number_25,N,4,10,Int,0005,,26
Source_Mailbox_25,A,1,14,String,a,,26
Source_Country_Code_25,N,3,15,Int,470,,26
Source_IMD_Code_25,N,6,18,Int,512345,,26
Source_Branch_Number_25,N,4,24,Int,0005,,26
Business_Period_25,N,4,28,Int,0000,,26
Message_Type_50,N,1,32,Int,1,,26
Sequence_Number_25,N,6,33,Int,000000,,26
Time_25,N,6,39,Int,151950,,26
Transaction_Status_25,N,1,45,Int,0,,26
Message_Flags_25,A,1,46,String,@,,26
Reconciliation_Period_25,N,4,47,Int,0000,,26
Reconciliation_Currency_25,N,3,51,Int,000,,26
Reconciliation_Amount_Sign_25,A,1,54,String,0,,26
Reconciliation_Amount_25,N,14,55,Int,00000000000000,,26
Filler_61,A,8,69,String,N       ,,26
Message_Length_25,N,4,77,Int,1285,,26
Transaction_Definition_Id_25,N,1,81,Int,0,,26
Transaction_Processed_Flag_25,N,1,82,Int,0,,26
BranchPower_Transaction_Reference_Id_25,A,4,83,String,BRFO,,26
Message_Type_51,N,1,87,Int,0,,26
BankMaster_Destination_Branch_Number_50,N,2,88,Int,00,,26
BankMaster_Destination_Branch_Number_51,N,2,90,Int,00,,26
Filler_62,N,1,92,Int,0,,26
Inter_Branching_Flag_25,A,1,93,String,0,,26
Device_Id_25,N,4,94,Int,0000,,26
Message_Function_Code_25,N,1,98,Int,5,,26
Transaction_Type_50,N,2,99,Int,00,,26
Force_Post_Flag_25,N,1,101,Int,0,,26
Transaction_Date_25,N,8,102,Int,20170213,,26
User_Id_25,A,4,110,String,RODR,,26
Transaction_Sequence_Number_25,N,5,114,Int,00000,,26
Transaction_Chain_Number_25,N,2,119,Int,00,,26
Host_Task_Id_25,A,4,121,String,ST01,,26
BankMaster_Transaction_Type_25,A,2,125,String,  ,,26
Authorised_Flag_25,A,1,127,String,0,,26
Filler_63,A,4,128,String,    ,,26
Directory_25,A,6,132,String,esiubp,,26
Name_of_File_25,A,6,138,String,cusper,,26
Transaction_Type_51,N,1,144,Int,1,,26
Destination_Mailbox,A,1,0,String,b,,27
Destination_Country_Code,N,3,1,Int,470,,27
Destination_IMD_Code,N,6,4,Int,512345,,27
Destination_Branch_Number,N,4,10,Int,0005,,27
Source_Mailbox,A,1,14,String,a,,27
Source_Country_Code,N,3,15,Int,470,,27
Source_IMD_Code,N,6,18,Int,512345,,27
Source_Branch_Number,N,4,24,Int,0019,,27
Business_Period,N,4,28,Int,0000,,27
Message_Type,N,1,32,Int,1,,27
Sequence_Number,N,6,33,Int,000000,,27
Time,N,6,39,Int,152926,,27
Transaction_Status,N,1,45,Int,0,,27
Message_Flags,A,1,46,String,@,,27
Reconciliation_Period,N,4,47,Int,0000,,27
Reconciliation_Currency,N,3,51,Int,000,,27
Reconciliation_Amount_Sign,A,1,54,String,0,,27
Reconciliation_Amount,N,14,55,Int,00000000000000,,27
Filler,N,8,69,Int,N       ,,27
Message_Length,N,4,77,Int,0666,,27
Transaction_Definition_Id,N,1,81,Int,0,,27
Transaction_Processed_Flag,N,1,82,Int,0,,27
BranchPower_Transaction_Reference_Id,A,4,83,String,BRFO,,27
Message_Type,N,1,87,Int,0,,27
BankMaster_Destination_Branch_Number,N,2,88,Int,00,,27
BankMaster_Destination_Branch_Number,N,2,90,Int,00,,27
Filler,N,1,92,Int,0,,27
Inter_Branching_Flag,A,1,93,String,0,,27
Device_Id,N,4,94,Int,0000,,27
Message_Function_Code,N,1,98,Int,5,,27
Transaction_Type,N,2,99,Int,00,,27
Force_Post_Flag,N,1,101,Int,0,,27
Transaction_Date,N,8,102,Int,20170213,,27
User_Id,A,4,110,String,RODR,,27
Transaction_Sequence_Number,N,5,114,Int,00000,,27
Transaction_Chain_Number,N,2,119,Int,00,,27
Host_Task_Id,A,4,121,String,ST01,,27
BankMaster_Transaction_Type_027,N,2,125,Int,  ,,27
Authorised_Flag,A,1,127,String,0,,27
Filler,A,4,128,String,    ,,27
Directory,A,6,132,String,esiubp,,27
Name_of_File,A,6,138,String,cutax ,,27
Transaction_Type,N,1,144,Int,1,,27
Destination_Mailbox_26,A,1,0,String,b,,28
Destination_Country_Code_26,N,3,1,Int,470,,28
Destination_IMD_Code_26,N,6,4,Int,512345,,28
Destination_Branch_Number_26,N,4,10,Int,0006,,28
Source_Mailbox_26,A,1,14,String,a,,28
Source_Country_Code_26,N,3,15,Int,470,,28
Source_IMD_Code_26,N,6,18,Int,512345,,28
Source_Branch_Number_26,N,4,24,Int,0019,,28
Business_Period_26,N,4,28,Int,0000,,28
Message_Type_one,N,1,32,Int,1,,28
Sequence_Number_26,N,6,33,Int,000000,,28
Time_26,N,6,39,Int,143956,,28
Transaction_Status_26,N,1,45,Int,0,,28
Message_Flags_26,A,1,46,String,@,,28
Reconciliation_Period_26,N,4,47,Int,0000,,28
Reconciliation_Currency_26,N,3,51,Int,000,,28
Reconciliation_Amount_Sign_26,A,1,54,String,0,,28
Reconciliation_Amount_26,N,14,55,Int,00000000000000,,28
Filler_one,A,8,69,String,N       ,,28
Message_Length_26,N,4,77,Int,0628,,28
Transaction_Definition_Id_26,N,1,81,Int,0,,28
Transaction_Processed_Flag_26,N,1,82,Int,0,,28
BranchPower_Transaction_Reference_Id_26,A,4,83,String,BRFO,,28
Message_Type_two,N,1,87,Int,1,,28
BankMaster_Destination_Branch_Number_52,N,2,88,Int,00,,28
BankMaster_Destination_Branch_Number_two,N,2,90,Int,00,,28
Filler_two,N,1,92,Int,0,,28
Inter_Branching_Flag_26,A,1,93,String,0,,28
Device_Id_26,N,4,94,Int,0000,,28
Message_Function_Code_26,N,1,98,Int,5,,28
Transaction_Type_52,N,2,99,Int,00,,28
Force_Post_Flag_26,N,1,101,Int,0,,28
Transaction_Date_26,N,8,102,Int,20170919,,28
User_Id_26,A,4,110,String,RODR,,28
Transaction_Sequence_Number_26,N,5,114,Int,00022,,28
Transaction_Chain_Number_26,N,2,119,Int,01,,28
Host_Task_Id_26,A,4,121,String,FN04,,28
BankMaster_Transaction_Type_26,N,2,125,Int,34,,28
Authorised_Flag_26,A,1,127,String,0,,28
Realtime_Batch_Indicator,N,1,128,Int,0,,28
Destination_Branch_Sort_Code,A,10,129,String,0000000006,,28
Main_Account_Number,A,14,139,String,03440640410   ,,28
Filler_three,A,6,153,String,      ,,28
Contra_Account_Number,A,14,159,String,03440640091   ,,28
Filler_four,A,6,173,String,      ,,28
Transaction_Posting_Date,N,8,179,Int,20170919,,28
Clear_Days,N,4,187,Int,0000,,28
Original_Reference_Cheque_Number,A,10,191,String,00000000  ,,28
Batch_Reference,A,7,201,String,       ,,28
Transaction_Value_Date,N,8,208,Int,00000000,,28
Transaction_Amount_Currency_ISO_Code,A,3,216,String,USD,,28
Transaction_Amount_Sign,A,1,219,String,-,,28
Transaction_Amount,N,18,220,Int,000000000000003369,,28
Other_Currency_Transaction_Amount_ISO_Code,A,3,238,String,   ,,28
Other_Currency_Transaction_Amount_Sign,A,1,241,String,+,,28
Other_Currency_Transaction_Amount,N,18,242,Int,000000000000000000,,28
Base_Currency_ISO_Code,A,3,260,String,   ,,28
Base_Currency_Transaction_Amount_Sign,A,1,263,String,+,,28
Base_Equivalent_of_Transaction_Amount,N,18,264,Int,000000000000000000,,28
Multiply_Divide_Flag,A,1,282,String, ,,28
Exchange_Rate,N,14,283,Int,00000000000000,,28
Maturity_Date,N,8,297,Int,00000000,,28
Final_Maturity_Date,N,8,305,Int,00000000,,28
Interest_Rate,N,9,313,Int,000000000,,28
Discount_Rate,N,9,322,Int,000000000,,28
Drawn_Issue_Date,N,8,331,Int,00000000,,28
Nominal_Amount_Sign,A,1,339,String,+,,28
Nominal_Amount,N,18,340,Int,000000000000000000,,28
Interest_Amount_Sign,A,1,358,String,+,,28
Interest_Amount,A,18,359,String,000000000000000000,,28
Drawer,A,15,377,String,               ,,28
Filler_five,A,1,392,String,0,,28
Broker_Number,N,6,393,Int,000000,,28
Inter_Branching_Sort_Code_1,N,10,399,Int,0000000006,,28
Inter_Branching_Sort_Code_2,N,10,409,Int,0000000019,,28
Other_Bank_Sort_Code,N,10,419,Int,0000000000,,28
Other_Bank_Account_Number,A,14,429,String,              ,,28
Filler_six,A,6,443,String,      ,,28
Passbook_Account,N,1,449,Int,0,,28
Update_Status,N,2,450,Int,00,,28
Draft_Reference,A,18,452,String,                  ,,28
Swift_Message_Type,A,3,470,String,   ,,28
Narrative_Lines,N,1,473,Int,2,,28
Settlement_Lines,N,1,474,Int,0,,28
Commission_Amount_Flag,N,1,475,Int,0,,28
Narrative_Code,N,4,476,Int,0000,,28
Transaction_Processing_Id,N,1,480,Int,0,,28
Drawee_Bank_Sort_Code,A,12,481,String,            ,,28
Cheque_Number_Flag,N,1,493,Int,1,,28
Supervisor_ID,A,4,494,String,    ,,28
Other_Narrative_Flag,A,1,498,String, ,,28
Suspense_Commission_Account_Reference,A,20,499,String,                    ,,28
Destination_Account_Popup_Flag,A,1,519,String, ,,28
Contra_Original_Reference,A,10,520,String,          ,,28
Notice_Days,A,3,530,String,   ,,28
Next_Interest_Date,A,8,533,String,    0000,,28
Interest_Frequency,A,1,541,String,0,,28
Account_Type,N,2,542,Int,00,,28
Base_Days,N,3,544,Int,000,,28
Interest_at_Maturity_Flag,N,1,547,Int,0,,28
Tader_Id,A,3,548,String,000,,28
Back_Office_Deal_Number,N,6,551,Int,000000,,28
City_Dealer_Deal_Number,N,8,557,Int,00000000,,28
Floating_Rate_Flag,A,1,565,String, ,,28
Capitalise_Settle_Interest_Flag,A,1,566,String, ,,28
Money_Market_Reversal_Deal_Number,A,6,567,String,      ,,28
Deposit_or_Loan_Sign,A,1,573,String, ,,28
Filler_seven,A,2,574,String,  ,,28
Narration 1 ,A,25,576,String,INTER ACCOUNT TRANSFER   ,,28
Narration 2,A,25,601,String,INTER ACCOUNT TRANSFER   ,,28
FN-RQS-MULTI-CURR-SUBREF,N,2,626,Int,  ,,28
Destination_Mailbox,A,1,0,String,b,,29
Destination_Country_Code,N,3,1,Int,470,,29
Destination_IMD_Code,N,6,4,Int,512345,,29
Destination_Branch_Number,N,4,10,Int,0006,,29
Source_Mailbox,A,1,14,String,a,,29
Source_Country_Code,N,3,15,Int,470,,29
Source_IMD_Code,N,6,18,Int,512345,,29
Source_Branch_Number,N,4,24,Int,0019,,29
Business_Period,N,4,28,Int,0000,,29
Message_Type,N,1,32,Int,0,,29
Sequence_Number,N,6,33,Int,000000,,29
Time,N,6,39,Int,143956,,29
Transaction_Status,N,1,45,Int,0,,29
Message_Flags,A,1,46,String,@,,29
Reconciliation_Period,N,4,47,Int,0000,,29
Reconciliation_Currency,N,3,51,Int,000,,29
Reconciliation_Amount_Sign,A,1,54,String,0,,29
Reconciliation_Amount,N,14,55,Int,00000000000000,,29
Filler,N,8,69,Int,N       ,,29
Message_Length,N,4,77,Int,0158,,29
